"site","plot","year","obs","julian","time","nymphs","ec"
"L","L_03",2015,"1",172,14.83333333,4,0
"L","L_03",2016,"1",181,12.08333333,4,0
"L","L_03",2017,"NSA",153,8.666666667,1,0
"L","L_03",2017,"NSB",153,8.666666667,1,0
"L","L_03",2017,"EWA",153,8.666666667,1,0
"L","L_03",2017,"EWB",153,8.666666667,2,0
"M","M_01",2012,"1",206,11.1,19,0
"M","M_01",2013,"1",199,11.05,3,0
"M","M_01",2015,"1",200,11.75,0,0
"M","M_01",2016,"1",201,11.08333333,20,0
"M","M_01",2017,"NSA",180,12.98333333,1,0
"M","M_01",2017,"NSB",180,12.98333333,9,0
"M","M_01",2017,"EWA",180,12.98333333,5,0
"M","M_01",2017,"EWB",180,12.98333333,18,0
"M","M_02",2012,"1",205,9.916666667,0,0
"M","M_02",2013,"1",199,12.08333333,14,0
"M","M_02",2015,"1",200,12.66666667,0,0
"M","M_02",2016,"1",201,12,1,0
"M","M_02",2017,"NSA",180,14.3,3,0
"M","M_02",2017,"NSB",180,14.3,2,0
"M","M_02",2017,"EWA",180,14.3,1,0
"M","M_02",2017,"EWB",180,14.3,0,0
"M","M_03",2012,"1",205,9.4,0,0
"M","M_03",2013,"1",199,13,2,0
"M","M_03",2015,"1",200,13.15,1,0
"M","M_03",2016,"1",201,13.25,2,0
"M","M_03",2017,"NSA",180,15.18333333,0,0
"M","M_03",2017,"NSB",180,15.18333333,0,0
"M","M_03",2017,"EWA",180,15.18333333,1,0
"M","M_03",2017,"EWB",180,15.18333333,1,0
"M","M_04",2012,"1",206,11.55,0,0
"M","M_04",2013,"1",199,10.11666667,1,0
"M","M_04",2015,"1",199,11.33333333,0,0
"M","M_04",2016,"1",201,10.56666667,0,0
"M","M_04",2017,"NSA",180,11.83333333,0,0
"M","M_04",2017,"NSB",180,11.83333333,0,0
"M","M_04",2017,"EWA",180,11.83333333,0,0
"M","M_04",2017,"EWB",180,11.83333333,0,0
"M","M_05",2012,"1",206,10.78333333,0,0
"M","M_05",2015,"1",199,14.16666667,0,0
"M","M_05",2016,"1",201,9.166666667,0,0
"M","M_05",2017,"NSA",180,9.15,0,0
"M","M_05",2017,"NSB",180,9.15,1,0
"M","M_05",2017,"EWA",180,9.15,0,0
"M","M_05",2017,"EWB",180,9.15,0,0
"M","M_06",2012,"1",205,10.26666667,7,0
"M","M_06",2013,"1",199,9.416666667,0,0
"M","M_06",2015,"1",200,14.75,0,0
"M","M_06",2016,"1",201,9.75,0,0
"M","M_06",2017,"NSA",180,10.15,0,0
"M","M_06",2017,"NSB",180,10.15,0,0
"M","M_06",2017,"EWA",180,10.15,0,0
"M","M_06",2017,"EWB",180,10.15,0,0
"N","N_01",2017,"NSA",153,13.15,9,0
"N","N_01",2017,"NSB",153,13.15,19,0
"N","N_01",2017,"EWA",153,13.15,5,0
"N","N_01",2017,"EWB",153,13.15,8,0
"N","N_02",2017,"NSA",153,14.75,0,0
"N","N_02",2017,"NSB",153,14.75,0,0
"N","N_02",2017,"EWA",153,14.75,0,0
"N","N_02",2017,"EWB",153,14.75,0,0
"N","N_03",2017,"NSA",184,8.466666667,0,0
"N","N_03",2017,"NSB",184,8.466666667,0,0
"N","N_03",2017,"EWA",184,8.466666667,0,0
"N","N_03",2017,"EWB",184,8.466666667,0,0
"N","N_04",2017,"NSA",164,10.83333333,2,0
"N","N_04",2017,"NSB",164,10.83333333,1,0
"N","N_04",2017,"EWA",164,10.83333333,1,0
"N","N_04",2017,"EWB",164,10.83333333,1,0
"N","N_05",2017,"NSA",164,13.8,54,0
"N","N_05",2017,"NSB",164,13.8,17,0
"N","N_05",2017,"EWA",164,13.8,4,0
"N","N_05",2017,"EWB",164,13.8,4,0
"N","N_06",2017,"NSA",153,16.08333333,0,0
"N","N_06",2017,"NSB",153,16.08333333,2,0
"N","N_06",2017,"EWA",153,16.08333333,6,0
"N","N_06",2017,"EWB",153,16.08333333,1,0
"N","N_07",2017,"NSA",184,9.533333333,0,0
"N","N_07",2017,"NSB",184,9.533333333,1,0
"N","N_07",2017,"EWA",184,9.533333333,0,0
"N","N_07",2017,"EWB",184,9.533333333,0,0
"N","N_08",2017,"NSA",164,12.21666667,2,0
"N","N_08",2017,"NSB",164,12.21666667,0,0
"N","N_08",2017,"EWA",164,12.21666667,0,0
"N","N_08",2017,"EWB",164,12.21666667,2,0
"O","O_01",2012,"1",198,14.03333333,1,0
"O","O_01",2013,"1",150,12,7,0
"O","O_01",2015,"1",156,13.5,0,0
"O","O_01",2016,"1",158,9.75,0,0
"O","O_01",2017,"NSA",139,14,0,0
"O","O_01",2017,"NSB",139,14,0,0
"O","O_01",2017,"EWA",139,14,0,0
"O","O_01",2017,"EWB",139,14,0,0
"O","O_02",2012,"1",192,16.06666667,2,0
"O","O_02",2013,"1",175,14,3,0
"O","O_02",2015,"1",162,10.5,2,0
"O","O_02",2016,"1",153,13,18,0
"O","O_02",2017,"NSA",162,14.91666667,2,0
"O","O_02",2017,"NSB",162,14.91666667,0,0
"O","O_02",2017,"EWA",162,14.91666667,3,0
"O","O_02",2017,"EWB",162,14.91666667,2,0
"O","O_03",2012,"1",198,13.08333333,0,0
"O","O_03",2013,"1",177,11.75,3,0
"O","O_03",2015,"1",156,14,1,0
"O","O_03",2016,"1",158,11,0,0
"O","O_03",2017,"NSA",151,14.26666667,0,0
"O","O_03",2017,"NSB",151,14.26666667,0,0
"O","O_03",2017,"EWA",151,14.26666667,0,0
"O","O_03",2017,"EWB",151,14.26666667,0,0
"O","O_04",2012,"1",198,10.66666667,1,0
"O","O_04",2013,"1",177,11,3,0
"O","O_04",2015,"1",156,15.5,0,0
"O","O_04",2017,"NSA",152,17,0,0
"O","O_04",2017,"NSB",152,17,0,0
"O","O_04",2017,"EWA",152,17,0,0
"O","O_04",2017,"EWB",152,17,0,0
"O","O_05",2012,"1",192,10.46666667,20,0
"O","O_05",2013,"1",151,15,20,0
"O","O_05",2015,"1",161,11,6,0
"O","O_05",2016,"1",159,13.66666667,20,1
"O","O_05",2017,"NSA",162,11.91666667,3,0
"O","O_05",2017,"NSB",162,11.91666667,3,0
"O","O_05",2017,"EWA",162,11.91666667,1,0
"O","O_05",2017,"EWB",162,11.91666667,6,0
"O","O_06",2013,"1",151,16.05,6,1
"O","O_06",2015,"1",160,14.25,0,0
"O","O_06",2017,"NSA",162,10.9,1,0
"O","O_06",2017,"NSB",162,10.9,1,0
"O","O_06",2017,"EWA",162,10.9,0,0
"O","O_06",2017,"EWB",162,10.9,0,0
"O","O_07",2012,"1",198,13.63333333,0,0
"O","O_07",2013,"1",150,11.25,1,0
"O","O_07",2015,"1",156,12.06666667,0,0
"O","O_07",2016,"1",154,14.75,0,0
"O","O_07",2017,"NSA",162,13.95,0,0
"O","O_07",2017,"NSB",162,13.95,0,0
"O","O_07",2017,"EWA",162,13.95,0,0
"O","O_07",2017,"EWB",162,13.95,0,0
"O","O_08",2012,"1",192,10.83333333,0,0
"O","O_08",2013,"1",175,15.83333333,4,0
"O","O_08",2015,"1",163,11.25,6,0
"O","O_08",2017,"NSA",157,16.1,2,0
"O","O_08",2017,"NSB",157,16.1,0,0
"O","O_08",2017,"EWA",157,16.1,0,0
"O","O_08",2017,"EWB",157,16.1,2,0
"O","O_09",2012,"1",192,11.68333333,20,0
"O","O_09",2013,"1",151,17.25,20,0
"O","O_09",2015,"1",166,11.75,5,0
"O","O_09",2016,"1",161,10.66666667,15,0
"O","O_09",2017,"NSA",162,9.45,12,0
"O","O_09",2017,"NSB",162,9.45,6,0
"O","O_09",2017,"EWA",162,9.45,3,0
"O","O_09",2017,"EWB",162,9.45,11,0
"O","O_10",2012,"1",192,14.88333333,13,0
"O","O_10",2013,"1",151,13.65,6,0
"O","O_10",2015,"1",162,14,18,0
"O","O_10",2017,"NSA",165,9.616666667,1,0
"O","O_10",2017,"NSB",165,9.616666667,3,0
"O","O_11",2012,"1",198,9.916666667,12,1
"O","O_11",2013,"1",160,14.63333333,3,1
"O","O_11",2015,"1",162,14.75,1,0
"O","O_11",2016,"1",159,11.75,10,0
"O","O_11",2017,"NSA",165,11.11666667,1,0
"O","O_11",2017,"NSB",165,11.11666667,0,0
"O","O_11",2017,"EWA",165,11.11666667,0,0
"O","O_11",2017,"EWB",165,11.11666667,2,0
"O","O_12",2012,"1",198,11.23333333,6,0
"O","O_12",2015,"1",162,16,12,0
"O","O_12",2017,"NSA",162,8.133333333,1,0
"O","O_12",2017,"NSB",162,8.133333333,11,0
"O","O_12",2017,"EWA",162,8.133333333,1,0
"O","O_12",2017,"EWB",162,8.133333333,1,0
"O","O_13",2012,"1",198,11.81666667,3,0
"O","O_13",2013,"1",160,13.5,5,0
"O","O_13",2015,"1",160,16.5,6,0
"O","O_13",2016,"1",155,13,4,0
"O","O_13",2017,"NSB",165,12.63333333,1,0
"O","O_13",2017,"EWA",165,12.63333333,0,0
"O","O_13",2017,"EWB",165,12.63333333,0,0
"O","O_14",2012,"1",192,10.18333333,0,0
"O","O_14",2013,"1",175,14.83333333,12,1
"O","O_14",2015,"1",162,11.5,3,0
"O","O_14",2016,"1",160,10.83333333,7,1
"O","O_14",2017,"NSA",165,8.416666667,0,0
"O","O_14",2017,"NSB",165,8.416666667,0,0
"O","O_14",2017,"EWB",165,8.416666667,0,0
"P","P_01",2013,"1",166,10,0,0
"P","P_01",2015,"1",194,11.16666667,1,0
"P","P_01",2016,"1",193,10.16666667,1,0
"P","P_01",2017,"NSA",161,8.5,0,0
"P","P_01",2017,"NSB",161,8.5,1,0
"P","P_01",2017,"EWA",161,8.5,1,0
"P","P_01",2017,"EWB",161,8.5,0,0
"P","P_02",2012,"1",213,11.05,1,0
"P","P_02",2013,"1",166,11.83333333,11,0
"P","P_02",2015,"1",194,11.75,5,0
"P","P_02",2016,"1",197,11.91666667,20,1
"P","P_02",2017,"NSA",160,9.716666667,1,0
"P","P_02",2017,"NSB",160,9.716666667,5,0
"P","P_02",2017,"EWA",160,9.716666667,4,0
"P","P_02",2017,"EWB",160,9.716666667,4,0
"P","P_03",2012,"1",213,12.01666667,4,0
"P","P_03",2013,"1",169,13.66666667,2,0
"P","P_03",2015,"1",194,12.61666667,2,0
"P","P_03",2016,"1",197,14.08333333,8,0
"P","P_03",2017,"NSA",160,13.28333333,7,0
"P","P_03",2017,"NSB",160,13.28333333,3,0
"P","P_03",2017,"EWA",160,13.28333333,4,0
"P","P_03",2017,"EWB",160,13.28333333,2,0
"P","P_04",2012,"1",213,14.18333333,3,0
"P","P_04",2013,"1",166,8.483333333,13,0
"P","P_04",2015,"1",194,14.91666667,7,0
"P","P_04",2016,"1",193,9.566666667,7,0
"P","P_04",2017,"NSA",160,10.98333333,2,0
"P","P_04",2017,"NSB",160,10.98333333,2,0
"P","P_04",2017,"EWA",160,10.98333333,1,0
"P","P_04",2017,"EWB",160,10.98333333,0,0
"P","P_05",2012,"1",213,13.23333333,4,0
"P","P_05",2013,"1",169,11.75,7,0
"P","P_05",2015,"1",194,13.83333333,2,0
"P","P_05",2016,"1",197,12.95,5,0
"P","P_05",2017,"NSA",161,9.566666667,1,0
"P","P_05",2017,"NSB",161,9.566666667,3,0
"P","P_05",2017,"EWA",161,9.566666667,26,0
"P","P_05",2017,"EWB",161,9.566666667,3,0
"P","P_06",2012,"1",213,9,8,0
"P","P_06",2013,"1",169,16.5,17,0
"P","P_06",2015,"1",194,12.25,12,0
"P","P_06",2016,"1",193,11.78333333,7,0
"P","P_06",2017,"NSA",160,15.11666667,6,0
"P","P_06",2017,"NSB",160,15.11666667,2,0
"P","P_06",2017,"EWA",160,15.11666667,1,0
"P","P_06",2017,"EWB",160,15.11666667,2,0
"P","P_07",2012,"1",213,9.516666667,12,0
"P","P_07",2013,"1",169,15.25,3,1
"P","P_07",2015,"1",194,11.33333333,20,0
"P","P_07",2016,"1",193,10.7,19,0
"P","P_07",2017,"NSA",160,8.366666667,8,0
"P","P_07",2017,"NSB",160,8.366666667,5,0
"P","P_07",2017,"EWA",160,8.366666667,7,0
"P","P_07",2017,"EWB",160,8.366666667,9,0
"Q","Q_01",2012,"1",204,13.3,11,0
"Q","Q_01",2013,"1",176,12.8,6,1
"Q","Q_01",2015,"1",199,12.16666667,3,0
"Q","Q_01",2016,"1",210,11.75,4,0
"Q","Q_01",2017,"NSA",178,15.9,0,0
"Q","Q_01",2017,"NSB",178,15.9,0,0
"Q","Q_01",2017,"EWA",178,15.9,0,0
"Q","Q_01",2017,"EWB",178,15.9,3,0
"Q","Q_02",2013,"1",177,15.83333333,15,0
"Q","Q_02",2015,"1",198,9,2,0
"Q","Q_02",2017,"NSA",178,13.25,1,0
"Q","Q_02",2017,"NSB",178,13.25,0,0
"Q","Q_02",2017,"EWA",178,13.25,1,0
"Q","Q_02",2017,"EWB",178,13.25,0,0
"Q","Q_03",2013,"1",177,13.01666667,14,1
"Q","Q_03",2015,"1",199,11,8,0
"Q","Q_03",2017,"NSA",178,10.81666667,0,0
"Q","Q_03",2017,"NSB",178,10.81666667,3,0
"Q","Q_03",2017,"EWA",178,10.81666667,2,0
"Q","Q_03",2017,"EWB",178,10.81666667,2,0
"Q","Q_04",2013,"1",177,13.98333333,9,1
"Q","Q_04",2015,"1",199,10,10,1
"Q","Q_04",2016,"1",210,13.85,2,0
"Q","Q_04",2017,"NSA",178,9.266666667,1,0
"Q","Q_04",2017,"NSB",178,9.266666667,2,0
"Q","Q_04",2017,"EWA",178,9.266666667,2,0
"Q","Q_04",2017,"EWB",178,9.266666667,1,0
"Q","Q_05",2012,"1",204,14.25,20,0
"Q","Q_05",2013,"1",177,17.76666667,6,0
"Q","Q_05",2015,"1",192,9,20,0
"Q","Q_05",2016,"1",210,11.03333333,4,0
"Q","Q_05",2017,"NSA",179,12.03333333,9,0
"Q","Q_05",2017,"EWA",179,12.03333333,1,0
"Q","Q_05",2017,"EWB",179,12.03333333,4,0
"Q","Q_06",2013,"1",175,13.83333333,7,1
"Q","Q_06",2015,"1",192,14.08333333,4,0
"Q","Q_06",2016,"1",210,9.5,7,0
"Q","Q_06",2017,"NSA",179,9.65,1,0
"Q","Q_06",2017,"NSB",179,9.65,1,0
"Q","Q_06",2017,"EWA",179,9.65,8,0
"Q","Q_06",2017,"EWB",179,9.65,4,0
"Q","Q_07",2013,"1",175,12.36666667,20,0
"Q","Q_07",2015,"1",192,13.58333333,20,0
"Q","Q_07",2016,"1",210,9.166666667,20,0
"Q","Q_07",2017,"NSA",179,8.666666667,12,0
"Q","Q_07",2017,"NSB",179,8.666666667,3,1
"Q","Q_07",2017,"EWA",179,8.666666667,3,0
"Q","Q_07",2017,"EWB",179,8.666666667,4,0
